1000 10000
337 498 0.93
25 444 0.20
927 423 0.59
107 264 0.36
456 0 0.49
20 641 0.88
222 747 0.81
560 918 0.95
903 190 0.60
174 398 0.96
158 883 0.35
567 205 0.90
680 271 0.23
115 178 0.39
578 806 0.38
909 634 0.40
570 450 0.81
550 884 0.48
555 538 0.15
148 156 0.13
855 295 0.29
251 547 0.88
488 175 0.48
50 650 0.44
254 954 0.62
863 872 0.65
115 464 0.73
719 724 0.57
261 300 0.06
595 986 0.64
206 825 0.77
279 951 0.21
546 170 0.45
214 260 0.97
821 356 0.08
238 398 0.32
367 238 0.93
333 394 0.80
172 776 0.68
906 34 0.29
928 598 0.45
358 551 0.76
68 841 0.77
897 429 0.05
608 462 0.97
169 534 0.43
441 985 0.15
77 901 0.97
146 382 0.23
609 980 0.74
556 821 0.25
151 755 0.81
631 403 0.51
392 130 0.23
949 482 0.03
262 571 0.91
781 745 0.80
85 236 0.31
428 855 0.05
804 862 0.66
700 927 0.93
848 138 0.21
919 639 0.46
207 697 0.71
541 169 0.94
895 620 0.38
330 852 0.51
298 502 0.54
924 70 0.87
529 370 0.11
602 344 0.11
216 147 0.73
730 277 0.35
857 29 0.95
679 492 0.24
938 806 0.10
79 736 0.52
761 505 0.70
304 726 0.36
433 438 0.92
503 576 0.74
549 960 0.63
786 498 0.24
643 263 0.05
154 376 0.97
31 530 0.26
503 753 0.82
178 66 0.45
990 253 0.40
442 575 0.19
852 6 0.46
196 610 0.13
61 392 0.34
779 549 0.72
410 128 0.30
430 199 0.52
325 19 0.35
699 266 0.84
202 302 0.43
349 397 0.68
743 253 0.28
746 803 0.71
675 357 0.55
453 383 0.83
201 238 0.36
478 706 0.80
997 626 0.79
802 608 0.13
233 285 0.21
426 668 0.81
447 742 0.17
197 779 0.64
328 118 0.23
774 405 0.07
867 927 0.68
443 391 0.27
64 592 0.83
172 63 0.58
694 220 0.64
370 320 0.33
505 819 0.45
419 639 0.73
383 822 0.84
556 100 0.56
33 481 0.65
983 103 0.48
52 443 0.38
898 755 0.30
95 615 0.26
132 499 0.01
439 657 0.50
518 168 0.28
891 396 0.40
103 772 0.80
323 360 0.35
163 755 0.75
219 267 0.02
399 7 0.20
61 548 0.52
959 95 0.30
65 929 0.92
492 480 0.82
521 374 0.57
541 107 0.01
228 442 0.34
925 460 0.65
985 353 0.31
56 11 0.72
482 317 0.68
134 594 0.28
873 564 0.47
195 576 0.35
144 734 0.73
716 38 0.89
200 810 0.43
222 299 0.41
423 624 0.17
65 124 0.15
156 941 0.62
782 137 0.03
536 563 0.22
113 328 0.78
408 914 0.66
766 823 0.26
829 483 0.36
382 911 0.85
71 352 0.81
454 104 0.15
334 562 0.91
207 288 0.15
619 864 0.46
250 261 0.83
236 304 0.37
597 857 0.79
687 219 0.24
600 51 0.81
272 126 0.30
240 642 0.33
666 418 0.35
101 719 0.76
657 365 0.41
527 691 0.72
410 279 0.74
230 444 0.52
233 360 0.17
840 448 0.72
508 566 0.73
658 593 0.83
71 676 0.13
239 454 0.91
974 783 0.14
888 460 0.86
231 802 0.82
310 407 0.94
864 437 0.01
646 541 0.73
172 396 0.33
997 743 0.31
528 252 0.30
68 205 0.07
125 428 0.20
951 154 0.19
270 688 0.79
290 50 0.13
129 240 0.96
538 860 0.99
868 763 0.84
519 455 0.38
320 945 0.45
135 318 0.50
764 948 0.55
394 244 0.90
547 902 0.78
34 79 0.40
642 910 0.64
823 845 0.29
661 146 0.09
519 84 0.49
6 41 0.69
449 716 0.20
546 210 0.16
341 982 0.64
458 658 0.69
116 614 0.66
582 783 0.44
949 56 0.75
418 432 0.13
368 619 0.10
939 126 0.98
950 658 0.68
151 571 0.55
668 455 0.20
762 550 0.32
471 554 0.14
554 490 0.43
94 419 0.37
921 997 0.91
593 256 0.41
947 825 0.31
507 894 0.01
925 754 0.59
549 678 0.79
369 962 0.21
170 757 0.55
598 221 0.84
929 608 0.85
456 986 0.99
644 29 0.27
717 705 0.71
683 561 0.87
580 915 0.25
190 579 0.33
50 494 0.18
179 238 0.77
416 524 0.86
677 83 0.81
348 719 0.55
221 375 0.71
239 806 0.64
810 436 0.93
102 474 0.88
191 895 0.99
179 799 0.19
269 929 0.26
770 838 0.94
258 146 0.36
168 12 0.33
98 341 0.68
529 245 0.91
213 516 0.76
611 945 0.81
460 931 0.46
170 841 0.85
304 331 0.36
534 241 0.88
576 423 0.53
337 405 0.02
706 822 0.72
140 944 0.22
474 550 0.35
791 371 0.28
225 312 0.41
667 897 0.87
301 131 0.26
339 304 0.61
466 194 0.91
196 495 0.08
289 731 0.72
980 440 0.87
183 227 0.03
332 543 0.32
866 547 0.20
7 49 0.38
465 506 0.68
689 90 0.54
486 272 0.07
395 467 0.63
860 5 0.86
453 617 0.05
625 904 0.00
401 914 0.16
12 600 0.35
664 855 0.29
516 984 0.33
133 764 0.74
320 925 0.54
747 522 0.38
694 55 0.28
107 875 0.98
54 150 0.36
863 900 0.01
293 998 0.69
828 841 0.69
102 674 0.61
711 720 0.38
663 889 0.87
993 767 0.99
760 734 0.03
564 470 0.91
195 365 0.72
18 462 0.94
807 82 0.49
683 448 0.60
721 149 0.31
9 17 0.16
265 127 0.19
431 334 0.45
379 9 0.75
308 59 0.80
329 780 0.08
113 933 0.94
699 698 0.54
773 223 0.51
9 98 0.21
783 10 0.60
605 896 0.26
289 466 0.06
217 967 0.41
114 329 0.36
350 805 0.60
646 502 0.56
616 155 0.66
237 397 0.14
934 61 0.91
178 893 0.06
251 273 0.77
341 415 0.13
166 282 0.07
187 521 0.41
27 96 0.53
597 78 0.45
763 186 0.52
856 456 0.93
395 708 0.98
106 747 0.33
69 485 0.86
41 92 1.00
464 853 0.39
65 326 0.99
856 119 0.14
32 905 0.73
362 384 0.41
89 328 0.81
37 232 0.64
607 138 0.64
886 87 0.50
409 337 0.22
563 112 0.81
605 501 0.04
943 773 0.18
31 863 0.44
982 981 0.41
364 468 0.66
588 628 0.08
476 190 0.95
933 319 0.03
631 566 0.76
49 436 0.18
12 56 0.53
620 805 0.46
76 971 0.68
111 594 0.62
845 648 0.69
541 987 0.20
211 424 0.48
505 587 0.64
380 561 0.74
642 50 0.20
720 830 0.65
974 839 0.12
352 210 0.63
10 440 0.40
447 717 0.68
466 166 0.16
656 506 0.19
620 971 0.06
713 255 0.46
984 535 0.69
860 122 0.72
185 950 0.82
718 328 0.42
25 221 0.64
67 310 0.58
33 762 0.62
395 511 0.04
34 149 0.21
508 348 0.35
361 21 0.18
819 967 0.57
127 570 0.97
242 784 0.77
133 591 0.83
261 410 0.04
949 813 0.50
533 46 0.92
475 954 0.94
168 834 0.48
902 413 0.29
945 702 0.75
663 812 0.12
152 502 0.08
618 361 0.11
51 744 0.63
233 781 0.26
731 26 0.77
694 898 0.98
747 647 0.25
17 968 0.94
474 225 0.80
61 543 0.13
816 828 0.55
214 231 0.74
4 865 0.25
405 750 0.50
322 92 0.28
271 149 0.45
274 219 0.69
882 900 0.74
695 669 0.25
596 874 0.44
243 706 0.18
407 469 0.20
651 603 0.04
962 108 0.85
912 857 0.30
530 296 0.94
322 207 0.84
17 379 0.95
218 268 0.20
350 769 0.40
721 403 0.73
207 696 0.12
66 200 0.28
772 396 0.42
601 246 0.38
505 201 0.80
235 848 0.82
623 589 0.17
499 999 0.34
557 975 0.10
152 848 0.00
835 693 0.59
35 585 0.93
201 849 0.19
473 916 0.15
408 853 0.99
605 424 0.64
329 245 0.47
919 34 0.51
387 469 0.86
70 76 0.73
1 587 0.64
199 616 0.18
330 233 0.42
615 800 0.30
248 370 0.01
766 724 0.59
126 375 0.12
455 915 0.42
130 0 0.71
106 131 0.05
196 257 0.04
400 774 0.19
2 966 0.55
489 170 0.10
822 356 0.29
490 245 0.07
59 904 0.57
758 522 0.01
7 488 0.61
102 46 0.96
214 724 0.24
729 816 0.59
215 261 0.03
419 256 0.64
58 64 0.64
719 917 0.82
245 542 0.13
379 516 0.08
676 888 0.51
825 674 0.59
608 30 0.78
953 469 0.80
612 638 0.82
646 848 0.32
674 393 0.44
90 832 0.08
607 977 0.73
958 977 0.13
989 689 0.17
47 643 0.70
33 81 0.03
142 685 0.78
513 815 0.91
473 282 0.03
893 341 0.93
219 266 0.38
38 962 0.44
163 754 0.04
651 665 0.87
229 893 0.47
414 961 0.79
604 927 0.53
420 646 0.40
111 377 0.71
631 374 0.19
796 297 0.70
530 509 0.49
531 940 0.35
18 169 0.39
114 318 0.28
118 329 0.29
863 33 0.16
66 863 0.58
654 68 0.98
360 672 0.94
978 988 0.57
776 242 0.11
135 689 0.93
942 707 0.86
209 845 0.25
27 40 0.30
726 874 0.08
279 1 0.57
468 78 1.00
981 167 0.21
365 578 0.28
687 117 0.65
174 920 0.88
821 767 0.38
217 507 0.06
338 353 0.13
857 651 0.42
932 211 0.10
456 748 0.89
975 223 0.29
685 389 0.46
723 814 0.08
482 576 0.61
193 531 0.48
178 329 0.73
269 670 0.35
382 249 0.14
330 412 0.09
386 154 0.57
318 833 0.17
581 197 0.78
737 79 0.94
330 495 0.85
292 848 0.58
22 425 0.14
757 388 0.60
560 960 0.40
297 766 0.40
64 671 0.65
165 558 0.01
33 576 0.44
698 850 0.70
475 343 0.65
112 683 0.64
224 981 0.85
370 387 0.94
828 721 0.36
447 261 0.05
46 658 0.66
7 93 0.23
618 124 0.97
391 962 0.16
431 881 0.81
859 890 0.79
180 567 0.71
163 803 0.58
627 198 0.98
918 945 0.58
160 555 0.04
983 149 0.86
362 705 0.78
309 454 0.06
807 331 0.30
544 897 0.36
228 234 0.68
135 334 0.89
102 647 0.82
67 44 0.26
113 862 0.07
39 178 0.31
349 886 0.73
941 530 0.87
640 3 0.88
454 751 0.63
399 26 0.61
536 84 0.92
113 815 0.15
461 493 0.94
82 994 0.94
816 708 0.87
104 182 0.39
359 806 0.40
927 720 0.52
327 260 0.33
290 759 0.45
100 130 0.17
856 544 0.50
30 749 0.76
344 372 0.92
584 719 0.16
313 447 0.62
367 628 0.36
26 640 0.32
317 415 0.43
393 375 0.13
324 857 0.51
164 566 0.78
471 922 0.98
754 274 0.41
627 544 0.07
132 20 0.85
333 917 0.76
43 755 0.05
299 525 0.23
902 560 0.15
764 351 0.11
433 531 0.49
674 563 0.16
290 840 0.89
240 227 0.69
991 80 0.93
504 600 0.06
47 72 0.89
140 414 0.82
908 516 0.19
356 729 1.00
17 109 0.83
883 980 0.51
311 583 0.19
41 103 0.38
649 864 0.52
80 523 0.94
939 586 0.34
689 691 0.57
519 819 0.54
149 521 0.01
978 595 0.94
830 944 0.92
376 257 0.39
835 794 0.66
784 792 0.79
430 34 0.81
325 89 0.50
499 362 0.97
12 21 0.35
231 99 0.29
748 271 0.34
983 644 0.05
549 330 0.30
914 697 0.70
2 31 0.49
296 736 0.85
461 666 0.11
941 144 0.78
373 510 0.45
698 903 0.02
41 588 0.76
315 445 0.41
188 933 0.24
923 570 0.82
504 498 0.29
174 483 0.13
348 338 0.52
21 116 0.73
721 712 0.25
632 93 0.54
116 822 0.59
349 519 0.39
354 915 0.17
963 279 0.14
180 523 0.08
73 605 0.72
76 612 0.31
720 512 0.80
756 454 0.12
811 987 0.77
419 425 0.89
871 535 0.57
195 78 0.63
86 693 0.91
472 713 0.49
627 83 0.45
522 237 0.66
247 354 0.53
587 961 0.09
402 799 0.26
941 630 0.76
391 597 0.69
581 543 0.73
195 364 0.55
289 247 0.32
769 653 0.34
994 948 1.00
441 812 0.14
208 993 0.37
251 69 0.19
713 888 0.25
199 285 0.37
242 256 0.46
406 921 0.42
687 632 0.70
797 200 0.84
322 232 0.06
857 357 0.96
570 578 0.43
990 715 0.47
946 484 0.85
838 670 0.25
144 950 0.79
75 206 0.68
826 778 0.02
991 436 0.90
425 915 0.75
959 554 0.57
874 834 0.35
563 341 0.76
195 825 0.15
758 496 0.63
248 633 0.62
818 829 0.68
598 361 0.73
302 154 0.80
109 628 0.57
535 376 0.38
221 346 0.36
188 5 1.00
207 283 0.91
283 315 0.35
770 811 0.48
127 16 0.76
150 73 0.57
390 600 0.87
328 495 0.18
98 745 0.49
465 682 0.92
563 785 0.63
103 120 0.89
984 762 0.40
583 434 0.37
412 867 0.33
69 56 0.97
629 16 0.66
480 41 0.42
504 415 0.04
822 665 0.47
932 457 0.38
384 303 0.54
220 43 0.15
611 650 0.50
25 51 0.28
48 252 0.90
466 167 0.67
984 536 0.79
548 185 0.50
883 266 0.52
405 184 0.11
153 407 0.90
172 85 0.45
854 921 0.67
124 702 0.44
457 521 0.73
846 45 0.24
205 411 0.57
902 259 0.53
242 785 0.61
332 915 1.00
137 651 0.50
784 494 0.16
572 517 0.22
245 859 0.69
708 69 0.10
971 701 0.62
536 494 0.72
719 583 0.06
543 277 0.05
319 117 0.91
734 876 0.25
128 352 0.70
8 662 0.31
741 108 0.50
63 112 0.39
360 137 0.80
234 881 0.74
255 937 0.12
91 920 0.83
972 7 0.28
705 644 0.01
78 646 0.05
617 432 0.36
467 697 0.26
13 637 0.37
772 510 0.47
863 447 0.80
792 468 0.11
41 268 0.33
579 780 0.93
619 715 0.31
303 148 0.53
507 825 0.22
697 345 0.24
833 105 0.07
78 928 0.37
691 375 0.15
485 866 0.68
415 607 0.65
930 721 0.87
237 257 0.09
882 758 0.66
518 552 0.91
299 994 0.31
545 910 0.40
620 326 0.30
420 182 0.44
511 119 0.55
501 45 0.23
464 818 0.68
835 837 0.87
31 540 0.78
692 617 0.82
650 841 0.47
533 540 0.60
897 688 0.42
97 82 0.97
371 367 0.86
120 941 0.99
965 65 0.97
269 714 0.09
455 803 0.76
984 581 0.85
452 59 0.71
202 526 0.46
367 328 0.34
370 412 0.94
23 556 0.48
188 621 0.78
410 467 0.90
49 177 0.77
949 622 0.71
382 271 0.65
721 647 0.06
409 793 0.13
780 824 0.63
675 210 0.67
661 11 0.68
368 788 0.79
827 511 0.75
451 3 0.42
676 712 0.63
570 87 0.08
718 71 0.89
462 641 0.30
372 519 0.63
724 732 0.19
674 505 0.53
237 895 0.83
347 195 0.67
742 968 0.69
74 812 0.82
403 66 0.91
815 649 0.61
9 223 0.57
63 404 0.46
341 786 0.92
915 223 0.81
146 352 0.51
66 11 0.59
381 642 0.67
26 685 0.49
8 400 0.78
227 228 0.79
622 991 0.57
640 757 0.35
877 98 0.81
414 736 0.44
955 972 0.70
740 430 0.63
464 609 0.65
985 1 0.97
35 774 0.24
308 274 0.46
925 669 0.28
536 676 0.01
386 855 0.71
649 843 0.64
818 882 0.10
41 155 0.69
95 360 0.42
575 594 0.53
689 743 0.19
524 544 0.83
672 275 0.60
670 866 0.90
49 640 0.15
677 14 0.09
697 960 0.02
588 735 0.21
791 26 0.24
666 305 0.41
403 845 0.21
353 10 0.36
376 341 0.43
73 155 0.01
914 451 0.98
734 192 0.39
681 468 0.54
97 13 0.46
832 88 0.95
359 133 0.09
306 275 0.05
221 164 0.50
686 22 0.18
410 277 0.26
504 104 0.76
451 419 0.19
749 910 0.92
145 544 0.15
771 884 0.44
476 22 0.52
594 849 0.83
831 652 0.58
813 497 0.47
906 725 0.63
779 289 0.29
893 835 0.72
33 583 0.19
362 925 0.39
58 498 0.59
646 531 0.62
519 291 0.98
334 31 0.65
867 812 0.27
582 321 1.00
96 144 0.10
439 928 0.96
484 287 0.84
51 916 0.32
489 423 0.89
343 68 0.61
733 860 0.92
388 581 0.13
298 711 0.93
635 722 0.35
555 501 0.22
775 232 0.77
615 489 0.28
711 750 0.58
416 501 0.32
252 241 0.99
739 737 0.72
167 120 0.97
998 578 0.43
531 749 0.96
109 297 0.91
937 710 0.26
850 589 0.38
263 698 0.01
656 798 0.73
790 997 0.74
77 732 0.88
332 415 0.62
868 57 0.82
575 45 0.36
190 5 0.35
673 61 0.96
982 33 0.46
824 191 0.40
713 812 0.45
551 52 0.42
522 778 0.28
209 637 0.54
963 660 0.22
94 304 0.12
800 23 0.37
469 180 0.61
108 404 0.20
344 403 0.98
182 951 0.66
700 560 0.17
829 404 0.97
886 175 0.76
812 838 0.06
905 380 0.18
212 394 0.41
805 411 0.78
311 582 0.32
94 82 0.22
773 701 0.40
201 872 0.42
442 514 0.03
211 195 0.14
191 889 0.53
891 677 0.18
123 543 0.38
126 466 0.69
166 553 0.27
705 313 0.92
724 3 0.80
127 972 0.35
382 139 0.63
663 96 0.34
61 462 0.48
214 960 0.86
175 442 0.17
947 405 0.15
681 321 0.52
771 195 0.61
439 113 0.98
365 984 0.33
745 534 0.96
597 605 0.54
750 865 0.00
896 560 0.30
24 747 0.37
615 73 0.29
814 982 0.17
232 526 0.08
586 849 0.97
533 822 0.00
110 627 0.53
462 428 0.99
281 365 0.42
529 567 0.84
824 705 0.24
896 350 0.74
842 566 0.02
59 800 0.53
711 940 0.99
768 792 0.41
215 189 0.58
110 333 0.42
765 15 0.37
324 363 0.15
751 204 0.50
884 419 0.55
613 171 0.18
643 946 0.85
756 741 0.47
24 214 0.68
53 85 0.72
492 411 0.58
428 735 0.57
213 287 0.19
967 906 0.01
510 935 0.84
830 390 0.65
522 863 0.20
575 65 0.48
184 250 0.99
937 476 0.60
222 342 0.56
144 536 0.22
753 100 0.44
865 674 0.47
494 522 0.84
333 952 0.74
344 111 0.05
492 95 0.41
131 179 0.37
331 347 0.16
47 111 0.09
395 710 0.20
467 363 0.83
674 711 0.14
285 678 0.25
986 597 0.79
930 829 0.63
681 225 0.19
113 487 0.22
117 503 0.20
815 106 0.52
619 925 0.17
891 720 0.75
178 93 0.33
936 433 0.20
187 745 0.76
60 89 0.15
350 359 0.86
62 571 0.53
410 56 0.09
179 893 0.42
733 318 0.14
684 998 0.08
23 180 0.57
836 569 0.56
572 83 0.29
408 392 0.84
779 651 0.62
603 847 0.61
88 432 0.22
880 956 0.20
590 635 0.83
737 5 0.85
809 496 0.44
116 454 0.41
210 127 0.16
747 172 0.87
638 327 0.78
931 933 0.54
850 175 0.13
903 187 0.10
64 728 0.81
340 637 0.76
343 302 0.55
261 631 0.03
488 771 0.09
354 948 0.83
560 247 0.19
159 505 0.91
769 93 0.67
82 758 0.39
111 129 0.53
366 70 0.86
388 940 0.62
6 503 0.89
321 455 0.40
726 422 0.48
985 616 0.28
858 230 0.01
712 272 0.20
548 638 0.81
294 306 0.82
497 134 0.66
80 106 0.63
226 604 0.48
446 73 0.12
449 315 0.29
431 767 0.36
843 727 0.68
755 259 0.27
424 615 0.60
441 847 0.42
686 855 0.72
502 800 0.19
854 437 0.19
247 103 0.17
308 25 0.29
623 248 0.79
809 596 0.87
899 726 0.52
75 318 0.25
42 77 0.91
596 884 0.02
338 932 0.25
856 537 0.08
69 788 0.49
905 218 0.40
247 133 0.21
907 772 0.63
126 814 0.53
759 238 0.69
902 761 0.47
725 426 0.20
164 478 0.79
915 382 0.71
903 821 0.64
329 362 0.55
574 272 0.45
558 629 0.34
922 721 0.17
706 696 0.89
65 288 0.51
299 882 0.93
947 190 0.02
514 487 0.69
382 993 0.13
771 492 0.74
330 132 0.58
45 751 0.69
466 324 0.83
637 885 0.88
451 680 0.67
288 624 0.82
828 122 0.95
12 79 0.77
801 822 0.94
72 930 0.07
514 265 0.40
418 658 0.37
54 758 0.62
384 494 0.15
165 679 0.17
990 258 0.45
940 755 0.10
616 851 0.13
139 340 0.80
602 778 0.48
525 280 0.84
603 984 0.84
219 979 0.65
699 493 0.79
771 936 0.34
818 501 0.01
36 394 0.21
718 170 0.37
261 619 0.33
997 849 0.63
965 499 0.39
175 961 0.75
24 449 0.09
793 130 0.84
7 136 0.81
998 325 0.72
907 390 0.00
285 486 0.55
673 980 0.91
784 459 0.52
589 280 0.15
449 741 0.07
987 101 0.41
200 401 0.80
168 975 0.68
46 816 0.38
30 469 0.64
310 613 0.17
574 662 0.27
958 817 0.55
691 918 0.61
873 799 0.48
855 155 0.30
158 441 0.42
915 222 0.92
826 399 0.53
388 166 0.05
815 633 0.95
742 555 0.91
48 515 0.59
782 370 0.81
693 93 0.32
643 680 0.35
910 470 0.80
808 632 0.23
346 731 0.91
114 655 0.76
773 934 0.37
118 335 0.27
84 459 0.39
912 726 0.51
322 320 0.33
622 847 0.18
716 176 0.57
471 865 0.66
165 182 0.41
667 348 0.99
283 87 0.01
122 245 0.34
965 607 0.71
718 953 0.39
535 733 0.11
184 400 0.10
939 608 0.54
101 921 0.18
136 275 0.68
853 490 0.87
657 183 0.96
786 469 0.70
95 363 1.00
758 57 0.58
316 4 0.59
17 161 0.91
2 279 0.61
58 959 0.53
330 184 0.36
22 210 0.26
628 989 0.80
525 201 0.82
567 626 0.89
1 597 0.25
917 623 0.15
633 946 0.57
512 839 0.43
505 295 0.38
126 145 0.58
221 163 0.19
187 511 0.62
619 16 0.27
140 911 0.81
676 41 0.57
435 765 0.78
82 122 0.16
49 67 0.19
712 797 0.48
106 116 0.02
702 952 0.97
996 605 0.21
870 114 0.81
470 620 0.57
571 51 0.41
607 785 0.03
724 531 0.89
780 989 0.21
641 33 0.23
208 330 0.62
854 561 0.08
105 214 0.88
986 361 0.68
814 631 0.24
51 693 0.93
765 475 0.49
877 513 0.01
426 179 0.05
592 782 0.44
117 813 0.96
575 223 0.80
542 428 0.31
998 722 0.33
420 676 0.87
437 322 0.12
848 55 0.66
207 860 0.01
133 89 0.71
913 493 0.14
553 518 0.35
385 856 0.27
229 625 0.09
787 165 0.39
143 257 0.06
242 508 0.79
958 414 0.13
706 431 0.39
212 292 0.18
122 166 0.59
433 529 0.33
748 822 0.32
925 719 0.62
754 355 0.46
826 884 0.71
39 577 0.02
305 607 0.05
565 393 0.37
84 205 0.72
800 246 0.41
174 843 0.02
499 590 0.77
377 46 0.02
726 743 0.07
505 481 0.03
141 147 0.37
164 244 0.04
221 485 0.71
828 179 0.79
11 619 0.93
411 437 0.46
69 177 0.31
948 724 0.87
535 52 0.23
404 554 0.18
442 357 0.13
738 160 0.08
297 574 0.71
511 509 0.88
940 699 0.63
120 998 0.32
496 793 0.85
831 675 0.63
851 225 0.44
319 415 0.15
414 417 0.54
71 794 0.78
148 277 0.92
372 299 0.09
634 578 0.60
67 351 0.65
374 841 0.56
146 850 0.48
111 910 0.26
12 603 0.48
208 310 0.77
9 427 0.04
172 145 0.91
907 462 0.73
104 871 0.19
730 679 0.74
323 7 0.21
124 378 0.27
826 242 0.05
831 359 0.42
375 811 0.25
110 172 0.85
479 793 0.68
265 19 0.84
854 319 0.06
198 691 0.02
569 445 0.99
388 239 0.78
208 995 0.75
686 824 0.59
356 187 0.35
393 183 0.25
545 420 0.84
858 37 0.44
554 314 0.66
366 372 0.17
648 955 0.24
422 58 0.57
440 246 0.25
65 799 0.67
933 902 0.72
536 848 0.47
43 832 0.54
208 769 0.80
29 493 0.72
32 63 0.53
679 375 0.35
844 438 0.17
437 632 0.52
114 727 0.93
809 793 0.74
610 996 0.47
557 855 0.60
517 505 0.54
701 140 0.85
95 141 0.95
888 877 0.52
260 854 0.19
919 309 0.76
322 571 0.17
624 871 0.70
536 669 0.85
166 360 0.76
494 869 0.50
264 480 0.32
299 777 0.29
579 705 0.96
395 598 0.07
123 589 0.92
992 522 0.12
130 281 0.93
44 695 0.92
45 650 0.38
357 648 0.19
28 504 0.99
676 316 0.70
808 140 0.50
719 382 0.21
866 926 0.39
701 991 0.51
390 606 0.67
895 25 0.42
568 524 0.88
970 928 0.60
272 185 0.76
348 972 0.46
292 180 0.05
884 814 0.07
681 275 0.00
245 372 0.02
500 55 0.42
692 693 0.49
490 13 0.19
399 853 0.35
633 219 0.11
709 86 0.30
261 741 0.45
742 486 0.81
103 344 0.60
875 771 0.55
327 868 0.51
56 729 0.32
127 598 0.58
478 772 0.20
158 902 0.15
31 412 0.32
362 869 0.96
492 820 0.53
271 685 0.01
112 836 0.07
957 874 0.17
820 650 0.96
937 978 0.93
155 829 0.43
651 912 0.55
51 892 0.62
441 108 0.63
25 621 0.70
445 588 0.69
526 719 0.04
673 809 0.28
87 251 0.36
381 410 0.46
220 536 0.63
55 601 0.88
152 360 0.88
265 15 0.58
545 471 0.65
289 145 0.27
808 895 0.82
826 488 0.54
55 974 0.72
132 313 0.01
460 158 0.00
696 980 0.42
17 751 0.01
643 847 0.91
237 76 0.96
882 899 0.75
493 994 0.35
796 375 0.46
446 424 0.82
123 45 0.30
584 521 0.33
968 680 0.62
53 330 0.83
610 537 0.55
517 59 0.88
865 860 0.73
757 678 0.87
761 524 0.75
84 295 0.43
249 352 0.79
933 156 0.97
942 682 0.55
744 749 0.02
585 687 0.51
910 132 0.64
696 272 0.45
409 385 0.71
984 11 0.86
808 217 0.74
148 794 0.23
792 914 0.25
5 939 0.69
425 687 0.58
460 768 0.68
871 294 0.22
328 446 0.20
550 377 0.40
239 712 0.10
240 666 0.09
496 756 0.48
795 354 0.05
121 233 0.74
359 99 0.38
236 750 0.83
220 235 0.88
993 45 0.06
810 685 0.78
704 184 0.26
23 840 0.21
136 948 0.59
805 918 0.13
111 627 0.43
97 449 0.26
343 348 0.79
698 957 0.45
129 462 0.84
422 853 0.04
684 376 0.26
811 758 0.38
206 204 0.19
297 784 0.72
138 276 0.45
569 968 0.18
414 505 0.91
805 712 0.63
107 534 0.07
732 3 0.90
0 460 0.02
884 198 0.68
189 792 0.75
289 994 0.21
276 216 0.21
974 499 0.09
980 832 0.89
711 772 0.62
569 283 0.33
533 432 0.74
717 435 0.49
768 239 0.63
643 909 0.48
694 877 0.09
80 87 0.07
388 784 0.00
517 893 0.62
403 437 0.96
186 559 0.83
612 445 0.78
99 322 0.47
281 785 0.70
542 448 0.30
122 929 0.67
181 872 0.54
40 628 0.58
20 426 0.67
60 623 0.93
227 230 0.84
355 61 0.77
742 699 0.39
29 292 0.33
838 570 0.50
765 634 0.83
109 246 0.83
762 736 0.18
563 497 0.91
946 475 0.11
303 170 0.88
783 252 0.01
52 874 0.84
87 707 0.44
255 685 0.63
753 35 0.25
592 367 0.59
518 635 0.77
79 595 0.23
99 177 0.35
784 529 0.31
748 866 0.82
213 153 0.79
89 491 0.97
952 807 0.78
352 627 0.03
653 817 0.55
585 587 0.03
455 701 0.90
728 125 0.20
252 855 0.53
865 292 0.53
166 515 0.86
960 16 0.04
304 468 0.17
66 751 0.73
467 0 0.29
109 715 0.17
572 165 0.32
224 283 0.68
188 190 0.05
353 121 0.51
960 143 0.33
230 289 0.39
92 258 0.65
828 398 0.22
495 967 0.49
135 886 0.83
92 433 0.89
791 363 0.28
280 827 0.98
102 126 0.82
49 66 0.01
67 725 0.10
714 372 0.00
509 88 0.13
962 858 0.49
48 134 0.70
393 589 0.89
769 250 0.08
201 488 0.14
483 754 0.42
232 306 0.38
513 253 0.31
569 597 0.53
113 625 0.53
402 532 0.42
366 797 0.17
777 544 0.02
48 484 0.19
531 529 0.46
841 681 0.94
828 929 0.76
993 614 0.71
997 86 0.79
119 428 0.13
963 90 0.28
586 767 0.24
39 175 0.91
467 932 0.29
177 930 0.69
747 832 0.96
968 947 0.01
60 813 0.06
739 624 0.84
890 748 0.08
548 774 0.49
493 25 0.59
848 40 0.00
369 11 0.13
194 86 0.81
969 836 0.01
821 235 0.16
38 207 0.90
204 163 0.08
95 906 0.51
673 428 0.46
14 100 0.44
0 562 0.26
455 498 0.29
293 403 0.01
496 225 0.24
735 186 0.35
778 609 0.98
781 446 0.36
398 886 0.23
626 343 0.09
187 993 0.92
829 402 0.11
958 366 0.19
248 753 0.33
65 461 0.67
815 227 0.82
49 960 0.47
231 472 0.91
359 743 0.15
929 612 0.43
770 544 0.11
387 112 0.11
297 242 0.32
409 456 0.96
504 970 0.29
598 320 0.45
122 121 0.36
433 498 0.28
821 687 0.87
571 692 0.07
952 946 0.08
478 322 0.03
359 453 0.04
213 927 0.92
364 349 0.30
53 838 0.45
221 484 0.03
168 240 0.26
97 190 0.02
386 91 0.70
210 887 0.54
378 705 0.75
